Frequent 0-itemsets:
itemset (occurrence)
{} (8124)
Frequent 1-itemsets:
itemset (occurrence)
116 (3148)
6 (3152)
10 (3244)
23 (3376)
52 (3516)
28 (3528)
3 (3656)
56 (3776)
1 (3916)
93 (3968)
110 (4040)
2 (4208)
76 (4384)
67 (4464)
53 (4608)
24 (4748)
63 (4936)
59 (5176)
39 (5612)
36 (6812)
90 (7488)
34 (7914)
86 (7924)
85 (8124)
Frequent 2-itemsets:
itemset (occurrence)
24 ==> 90 86 (0.886268, 4208)
24 ==> 90 86 85 (0.886268, 4208)
24 ==> 90 85 (0.928391, 4408)
24 ==> 34 (0.955771, 4538)
24 ==> 34 86 (0.954086, 4530)
24 ==> 34 86 85 (0.954086, 4530)
24 ==> 34 85 (0.955771, 4538)
24 ==> 86 (0.957877, 4548)
24 ==> 86 85 (0.957877, 4548)
24 ==> 85 (1, 4748)
63 ==> 59 (0.841977, 4156)
59 ==> 63 (0.802937, 4156)
63 ==> 59 39 (0.620746, 3064)
59 39 ==> 63 (0.853007, 3064)
63 59 ==> 39 34 (0.691049, 2872)
63 39 ==> 59 34 (0.844706, 2872)
63 34 ==> 59 39 (0.605396, 2872)
59 39 ==> 63 34 (0.799555, 2872)
63 59 ==> 39 34 86 (0.691049, 2872)
63 39 ==> 59 34 86 (0.844706, 2872)
63 34 ==> 59 39 86 (0.605396, 2872)
63 86 ==> 59 39 34 (0.605396, 2872)
59 39 ==> 63 34 86 (0.799555, 2872)
63 59 ==> 39 34 86 85 (0.691049, 2872)
63 39 ==> 59 34 86 85 (0.844706, 2872)
63 34 ==> 59 39 86 85 (0.605396, 2872)
63 86 ==> 59 39 34 85 (0.605396, 2872)
59 39 ==> 63 34 86 85 (0.799555, 2872)
63 59 ==> 39 34 85 (0.691049, 2872)
63 39 ==> 59 34 85 (0.844706, 2872)
63 34 ==> 59 39 85 (0.605396, 2872)
59 39 ==> 63 34 85 (0.799555, 2872)
63 59 ==> 39 86 (0.691049, 2872)
63 39 ==> 59 86 (0.844706, 2872)
63 86 ==> 59 39 (0.605396, 2872)
59 39 ==> 63 86 (0.799555, 2872)
63 59 ==> 39 86 85 (0.691049, 2872)
63 39 ==> 59 86 85 (0.844706, 2872)
63 86 ==> 59 39 85 (0.605396, 2872)
59 39 ==> 63 86 85 (0.799555, 2872)
63 ==> 59 39 85 (0.620746, 3064)
59 39 ==> 63 85 (0.853007, 3064)
63 ==> 59 36 (0.745543, 3680)
59 ==> 63 36 (0.710974, 3680)
63 ==> 59 36 90 (0.685575, 3384)
59 ==> 63 36 90 (0.653787, 3384)
63 ==> 59 36 90 34 (0.646677, 3192)
59 ==> 63 36 90 34 (0.616692, 3192)
63 ==> 59 36 90 34 86 (0.646677, 3192)
59 ==> 63 36 90 34 86 (0.616692, 3192)
63 ==> 59 36 90 34 86 85 (0.646677, 3192)
59 ==> 63 36 90 34 86 85 (0.616692, 3192)
63 ==> 59 36 90 34 85 (0.646677, 3192)
59 ==> 63 36 90 34 85 (0.616692, 3192)
63 ==> 59 36 90 86 (0.646677, 3192)
59 ==> 63 36 90 86 (0.616692, 3192)
63 ==> 59 36 90 86 85 (0.646677, 3192)
59 ==> 63 36 90 86 85 (0.616692, 3192)
63 ==> 59 36 90 85 (0.685575, 3384)
59 ==> 63 36 90 85 (0.653787, 3384)
63 ==> 59 36 34 (0.706645, 3488)
59 ==> 63 36 34 (0.673879, 3488)
63 ==> 59 36 34 86 (0.706645, 3488)
59 ==> 63 36 34 86 (0.673879, 3488)
63 ==> 59 36 34 86 85 (0.706645, 3488)
59 ==> 63 36 34 86 85 (0.673879, 3488)
63 ==> 59 36 34 85 (0.706645, 3488)
59 ==> 63 36 34 85 (0.673879, 3488)
63 ==> 59 36 86 (0.706645, 3488)
59 ==> 63 36 86 (0.673879, 3488)
63 ==> 59 36 86 85 (0.706645, 3488)
59 ==> 63 36 86 85 (0.673879, 3488)
63 ==> 59 36 85 (0.745543, 3680)
59 ==> 63 36 85 (0.710974, 3680)
63 ==> 59 90 (0.767423, 3788)
59 ==> 63 90 (0.731839, 3788)
63 ==> 59 90 34 (0.728525, 3596)
59 ==> 63 90 34 (0.694745, 3596)
63 ==> 59 90 34 86 (0.728525, 3596)
59 ==> 63 90 34 86 (0.694745, 3596)
63 ==> 59 90 34 86 85 (0.728525, 3596)
59 ==> 63 90 34 86 85 (0.694745, 3596)
63 ==> 59 90 34 85 (0.728525, 3596)
59 ==> 63 90 34 85 (0.694745, 3596)
63 ==> 59 90 86 (0.728525, 3596)
59 ==> 63 90 86 (0.694745, 3596)
63 ==> 59 90 86 85 (0.728525, 3596)
59 ==> 63 90 86 85 (0.694745, 3596)
63 ==> 59 90 85 (0.767423, 3788)
59 ==> 63 90 85 (0.731839, 3788)
63 ==> 59 34 (0.803079, 3964)
59 ==> 63 34 (0.765842, 3964)
63 ==> 59 34 86 (0.803079, 3964)
59 ==> 63 34 86 (0.765842, 3964)
63 ==> 59 34 86 85 (0.803079, 3964)
59 ==> 63 34 86 85 (0.765842, 3964)
63 ==> 59 34 85 (0.803079, 3964)
59 ==> 63 34 85 (0.765842, 3964)
63 ==> 59 86 (0.803079, 3964)
59 ==> 63 86 (0.765842, 3964)
63 ==> 59 86 85 (0.803079, 3964)
59 ==> 63 86 85 (0.765842, 3964)
63 ==> 59 85 (0.841977, 4156)
59 ==> 63 85 (0.802937, 4156)
63 ==> 39 (0.688817, 3400)
39 ==> 63 (0.605845, 3400)
63 39 ==> 36 (0.844706, 2872)
63 36 ==> 39 (0.686424, 2872)
39 36 ==> 63 (0.630378, 2872)
63 39 ==> 36 85 (0.844706, 2872)
63 36 ==> 39 85 (0.686424, 2872)
39 36 ==> 63 85 (0.630378, 2872)
63 39 ==> 90 (0.870588, 2960)
63 90 ==> 39 (0.658363, 2960)
63 39 ==> 90 85 (0.870588, 2960)
63 90 ==> 39 85 (0.658363, 2960)
63 ==> 39 34 (0.649919, 3208)
63 ==> 39 34 86 (0.649919, 3208)
63 ==> 39 34 86 85 (0.649919, 3208)
63 ==> 39 34 85 (0.649919, 3208)
63 ==> 39 86 (0.649919, 3208)
63 ==> 39 86 85 (0.649919, 3208)
63 ==> 39 85 (0.688817, 3400)
39 ==> 63 85 (0.605845, 3400)
63 ==> 36 (0.84765, 4184)
36 ==> 63 (0.61421, 4184)
63 ==> 36 90 (0.787682, 3888)
36 90 ==> 63 (0.601485, 3888)
63 ==> 36 90 34 (0.748784, 3696)
63 ==> 36 90 34 86 (0.748784, 3696)
63 ==> 36 90 34 86 85 (0.748784, 3696)
63 ==> 36 90 34 85 (0.748784, 3696)
63 ==> 36 90 86 (0.748784, 3696)
63 ==> 36 90 86 85 (0.748784, 3696)
63 ==> 36 90 85 (0.787682, 3888)
36 90 ==> 63 85 (0.601485, 3888)
63 ==> 36 34 (0.808752, 3992)
36 34 ==> 63 (0.604665, 3992)
63 ==> 36 34 86 (0.808752, 3992)
36 34 ==> 63 86 (0.604665, 3992)
36 86 ==> 63 34 (0.603021, 3992)
63 ==> 36 34 86 85 (0.808752, 3992)
36 34 ==> 63 86 85 (0.604665, 3992)
36 86 ==> 63 34 85 (0.603021, 3992)
63 ==> 36 34 85 (0.808752, 3992)
36 34 ==> 63 85 (0.604665, 3992)
63 ==> 36 86 (0.808752, 3992)
36 86 ==> 63 (0.603021, 3992)
63 ==> 36 86 85 (0.808752, 3992)
36 86 ==> 63 85 (0.603021, 3992)
63 ==> 36 85 (0.84765, 4184)
36 ==> 63 85 (0.61421, 4184)
63 ==> 90 (0.910859, 4496)
90 ==> 63 (0.600427, 4496)
63 ==> 90 34 (0.871961, 4304)
63 ==> 90 34 86 (0.871961, 4304)
63 ==> 90 34 86 85 (0.871961, 4304)
63 ==> 90 34 85 (0.871961, 4304)
63 ==> 90 86 (0.871961, 4304)
63 ==> 90 86 85 (0.871961, 4304)
63 ==> 90 85 (0.910859, 4496)
90 ==> 63 85 (0.600427, 4496)
63 ==> 34 (0.961102, 4744)
63 ==> 34 86 (0.961102, 4744)
34 86 ==> 63 (0.600051, 4744)
63 ==> 34 86 85 (0.961102, 4744)
34 86 ==> 63 85 (0.600051, 4744)
63 ==> 34 85 (0.961102, 4744)
63 ==> 86 (0.961102, 4744)
63 ==> 86 85 (0.961102, 4744)
63 ==> 85 (1, 4936)
85 ==> 63 (0.607582, 4936)
59 ==> 39 (0.693972, 3592)
39 ==> 59 (0.640057, 3592)
59 39 ==> 36 (0.853007, 3064)
59 36 ==> 39 (0.692586, 3064)
39 36 ==> 59 (0.67252, 3064)
59 39 ==> 36 34 (0.799555, 2872)
59 36 ==> 39 34 (0.649186, 2872)
39 36 ==> 59 34 (0.630378, 2872)
59 39 ==> 36 34 86 (0.799555, 2872)
59 36 ==> 39 34 86 (0.649186, 2872)
39 36 ==> 59 34 86 (0.630378, 2872)
59 39 ==> 36 34 86 85 (0.799555, 2872)
59 36 ==> 39 34 86 85 (0.649186, 2872)
39 36 ==> 59 34 86 85 (0.630378, 2872)
59 39 ==> 36 34 85 (0.799555, 2872)
59 36 ==> 39 34 85 (0.649186, 2872)
39 36 ==> 59 34 85 (0.630378, 2872)
59 39 ==> 36 86 (0.799555, 2872)
59 36 ==> 39 86 (0.649186, 2872)
39 36 ==> 59 86 (0.630378, 2872)
59 39 ==> 36 86 85 (0.799555, 2872)
59 36 ==> 39 86 85 (0.649186, 2872)
39 36 ==> 59 86 85 (0.630378, 2872)
59 39 ==> 36 85 (0.853007, 3064)
59 36 ==> 39 85 (0.692586, 3064)
39 36 ==> 59 85 (0.67252, 3064)
59 ==> 39 90 (0.608964, 3152)
39 90 ==> 59 (0.633441, 3152)
59 39 ==> 90 34 (0.824053, 2960)
59 90 ==> 39 34 (0.625, 2960)
39 90 34 ==> 59 (0.618729, 2960)
59 39 ==> 90 34 86 (0.824053, 2960)
59 90 ==> 39 34 86 (0.625, 2960)
39 90 34 ==> 59 86 (0.618729, 2960)
39 90 86 ==> 59 34 (0.618729, 2960)
59 39 ==> 90 34 86 85 (0.824053, 2960)
59 90 ==> 39 34 86 85 (0.625, 2960)
39 90 34 ==> 59 86 85 (0.618729, 2960)
39 90 86 ==> 59 34 85 (0.618729, 2960)
59 39 ==> 90 34 85 (0.824053, 2960)
59 90 ==> 39 34 85 (0.625, 2960)
39 90 34 ==> 59 85 (0.618729, 2960)
59 39 ==> 90 86 (0.824053, 2960)
59 90 ==> 39 86 (0.625, 2960)
39 90 86 ==> 59 (0.618729, 2960)
59 39 ==> 90 86 85 (0.824053, 2960)
59 90 ==> 39 86 85 (0.625, 2960)
39 90 86 ==> 59 85 (0.618729, 2960)
59 ==> 39 90 85 (0.608964, 3152)
39 90 ==> 59 85 (0.633441, 3152)
59 ==> 39 34 (0.656878, 3400)
39 ==> 59 34 (0.605845, 3400)
59 ==> 39 34 86 (0.656878, 3400)
39 ==> 59 34 86 (0.605845, 3400)
59 ==> 39 34 86 85 (0.656878, 3400)
39 ==> 59 34 86 85 (0.605845, 3400)
59 ==> 39 34 85 (0.656878, 3400)
39 ==> 59 34 85 (0.605845, 3400)
59 ==> 39 86 (0.656878, 3400)
39 ==> 59 86 (0.605845, 3400)
59 ==> 39 86 85 (0.656878, 3400)
39 ==> 59 86 85 (0.605845, 3400)
59 ==> 39 85 (0.693972, 3592)
39 ==> 59 85 (0.640057, 3592)
59 ==> 36 (0.854714, 4424)
36 ==> 59 (0.649442, 4424)
59 ==> 36 90 (0.797527, 4128)
36 ==> 59 90 (0.605989, 4128)
59 ==> 36 90 34 (0.760433, 3936)
36 90 ==> 59 34 (0.608911, 3936)
59 ==> 36 90 34 86 (0.760433, 3936)
36 90 ==> 59 34 86 (0.608911, 3936)
59 ==> 36 90 34 86 85 (0.760433, 3936)
36 90 ==> 59 34 86 85 (0.608911, 3936)
59 ==> 36 90 34 85 (0.760433, 3936)
36 90 ==> 59 34 85 (0.608911, 3936)
59 ==> 36 90 86 (0.760433, 3936)
36 90 ==> 59 86 (0.608911, 3936)
59 ==> 36 90 86 85 (0.760433, 3936)
36 90 ==> 59 86 85 (0.608911, 3936)
59 ==> 36 90 85 (0.797527, 4128)
36 ==> 59 90 85 (0.605989, 4128)
59 ==> 36 34 (0.81762, 4232)
36 ==> 59 34 (0.621257, 4232)
59 ==> 36 34 86 (0.81762, 4232)
36 ==> 59 34 86 (0.621257, 4232)
59 ==> 36 34 86 85 (0.81762, 4232)
36 ==> 59 34 86 85 (0.621257, 4232)
59 ==> 36 34 85 (0.81762, 4232)
36 ==> 59 34 85 (0.621257, 4232)
59 ==> 36 86 (0.81762, 4232)
36 ==> 59 86 (0.621257, 4232)
59 ==> 36 86 85 (0.81762, 4232)
36 ==> 59 86 85 (0.621257, 4232)
59 ==> 36 85 (0.854714, 4424)
36 ==> 59 85 (0.649442, 4424)
59 ==> 90 (0.914992, 4736)
90 ==> 59 (0.632479, 4736)
59 ==> 90 34 (0.877898, 4544)
90 ==> 59 34 (0.606838, 4544)
59 ==> 90 34 86 (0.877898, 4544)
90 ==> 59 34 86 (0.606838, 4544)
59 ==> 90 34 86 85 (0.877898, 4544)
90 ==> 59 34 86 85 (0.606838, 4544)
59 ==> 90 34 85 (0.877898, 4544)
90 ==> 59 34 85 (0.606838, 4544)
59 ==> 90 86 (0.877898, 4544)
90 ==> 59 86 (0.606838, 4544)
59 ==> 90 86 85 (0.877898, 4544)
90 ==> 59 86 85 (0.606838, 4544)
59 ==> 90 85 (0.914992, 4736)
90 ==> 59 85 (0.632479, 4736)
59 ==> 34 (0.962906, 4984)
34 ==> 59 (0.62977, 4984)
59 ==> 34 86 (0.962906, 4984)
34 ==> 59 86 (0.62977, 4984)
86 ==> 59 34 (0.628975, 4984)
59 ==> 34 86 85 (0.962906, 4984)
34 ==> 59 86 85 (0.62977, 4984)
86 ==> 59 34 85 (0.628975, 4984)
85 ==> 59 34 86 (0.613491, 4984)
59 ==> 34 85 (0.962906, 4984)
34 ==> 59 85 (0.62977, 4984)
85 ==> 59 34 (0.613491, 4984)
59 ==> 86 (0.962906, 4984)
86 ==> 59 (0.628975, 4984)
59 ==> 86 85 (0.962906, 4984)
86 ==> 59 85 (0.628975, 4984)
85 ==> 59 86 (0.613491, 4984)
59 ==> 85 (1, 5176)
85 ==> 59 (0.637125, 5176)
39 ==> 36 (0.811832, 4556)
36 ==> 39 (0.66882, 4556)
39 ==> 36 90 (0.749822, 4208)
36 ==> 39 90 (0.617733, 4208)
39 ==> 36 90 34 (0.715609, 4016)
36 90 ==> 39 34 (0.621287, 4016)
36 34 ==> 39 90 (0.608301, 4016)
39 ==> 36 90 34 86 (0.715609, 4016)
36 90 ==> 39 34 86 (0.621287, 4016)
36 34 ==> 39 90 86 (0.608301, 4016)
36 86 ==> 39 90 34 (0.606647, 4016)
39 ==> 36 90 34 86 85 (0.715609, 4016)
36 90 ==> 39 34 86 85 (0.621287, 4016)
36 34 ==> 39 90 86 85 (0.608301, 4016)
36 86 ==> 39 90 34 85 (0.606647, 4016)
39 ==> 36 90 34 85 (0.715609, 4016)
36 90 ==> 39 34 85 (0.621287, 4016)
36 34 ==> 39 90 85 (0.608301, 4016)
39 ==> 36 90 86 (0.715609, 4016)
36 90 ==> 39 86 (0.621287, 4016)
36 86 ==> 39 90 (0.606647, 4016)
39 ==> 36 90 86 85 (0.715609, 4016)
36 90 ==> 39 86 85 (0.621287, 4016)
36 86 ==> 39 90 85 (0.606647, 4016)
39 ==> 36 90 85 (0.749822, 4208)
36 ==> 39 90 85 (0.617733, 4208)
39 ==> 36 34 (0.774412, 4346)
36 ==> 39 34 (0.637992, 4346)
39 ==> 36 34 86 (0.774412, 4346)
36 ==> 39 34 86 (0.637992, 4346)
39 ==> 36 34 86 85 (0.774412, 4346)
36 ==> 39 34 86 85 (0.637992, 4346)
39 ==> 36 34 85 (0.774412, 4346)
36 ==> 39 34 85 (0.637992, 4346)
39 ==> 36 86 (0.777619, 4364)
36 ==> 39 86 (0.640634, 4364)
39 ==> 36 86 85 (0.777619, 4364)
36 ==> 39 86 85 (0.640634, 4364)
39 ==> 36 85 (0.811832, 4556)
36 ==> 39 85 (0.66882, 4556)
39 ==> 90 (0.886671, 4976)
90 ==> 39 (0.66453, 4976)
39 ==> 90 34 (0.852459, 4784)
90 ==> 39 34 (0.638889, 4784)
34 ==> 39 90 (0.604498, 4784)
39 ==> 90 34 86 (0.852459, 4784)
90 ==> 39 34 86 (0.638889, 4784)
34 ==> 39 90 86 (0.604498, 4784)
86 ==> 39 90 34 (0.603735, 4784)
39 ==> 90 34 86 85 (0.852459, 4784)
90 ==> 39 34 86 85 (0.638889, 4784)
34 ==> 39 90 86 85 (0.604498, 4784)
86 ==> 39 90 34 85 (0.603735, 4784)
39 ==> 90 34 85 (0.852459, 4784)
90 ==> 39 34 85 (0.638889, 4784)
34 ==> 39 90 85 (0.604498, 4784)
39 ==> 90 86 (0.852459, 4784)
90 ==> 39 86 (0.638889, 4784)
86 ==> 39 90 (0.603735, 4784)
39 ==> 90 86 85 (0.852459, 4784)
90 ==> 39 86 85 (0.638889, 4784)
86 ==> 39 90 85 (0.603735, 4784)
39 ==> 90 85 (0.886671, 4976)
90 ==> 39 85 (0.66453, 4976)
85 ==> 39 90 (0.612506, 4976)
39 ==> 34 (0.96258, 5402)
34 ==> 39 (0.682588, 5402)
39 ==> 34 86 (0.96258, 5402)
34 ==> 39 86 (0.682588, 5402)
86 ==> 39 34 (0.681726, 5402)
39 ==> 34 86 85 (0.96258, 5402)
34 ==> 39 86 85 (0.682588, 5402)
86 ==> 39 34 85 (0.681726, 5402)
85 ==> 39 34 86 (0.664943, 5402)
39 ==> 34 85 (0.96258, 5402)
34 ==> 39 85 (0.682588, 5402)
85 ==> 39 34 (0.664943, 5402)
39 ==> 86 (0.965788, 5420)
86 ==> 39 (0.683998, 5420)
39 ==> 86 85 (0.965788, 5420)
86 ==> 39 85 (0.683998, 5420)
85 ==> 39 86 (0.667159, 5420)
39 ==> 85 (1, 5612)
85 ==> 39 (0.690793, 5612)
36 ==> 90 (0.948914, 6464)
90 ==> 36 (0.863248, 6464)
36 ==> 90 34 (0.920728, 6272)
90 ==> 36 34 (0.837607, 6272)
34 ==> 36 90 (0.79252, 6272)
36 ==> 90 34 86 (0.920728, 6272)
90 ==> 36 34 86 (0.837607, 6272)
34 ==> 36 90 86 (0.79252, 6272)
86 ==> 36 90 34 (0.791519, 6272)
36 ==> 90 34 86 85 (0.920728, 6272)
90 ==> 36 34 86 85 (0.837607, 6272)
34 ==> 36 90 86 85 (0.79252, 6272)
86 ==> 36 90 34 85 (0.791519, 6272)
85 ==> 36 90 34 86 (0.772033, 6272)
36 ==> 90 34 85 (0.920728, 6272)
90 ==> 36 34 85 (0.837607, 6272)
34 ==> 36 90 85 (0.79252, 6272)
85 ==> 36 90 34 (0.772033, 6272)
36 ==> 90 86 (0.920728, 6272)
90 ==> 36 86 (0.837607, 6272)
86 ==> 36 90 (0.791519, 6272)
36 ==> 90 86 85 (0.920728, 6272)
90 ==> 36 86 85 (0.837607, 6272)
86 ==> 36 90 85 (0.791519, 6272)
85 ==> 36 90 86 (0.772033, 6272)
36 ==> 90 85 (0.948914, 6464)
90 ==> 36 85 (0.863248, 6464)
85 ==> 36 90 (0.795667, 6464)
36 ==> 34 (0.969172, 6602)
34 ==> 36 (0.834218, 6602)
36 ==> 34 86 (0.969172, 6602)
34 ==> 36 86 (0.834218, 6602)
86 ==> 36 34 (0.833165, 6602)
36 ==> 34 86 85 (0.969172, 6602)
34 ==> 36 86 85 (0.834218, 6602)
86 ==> 36 34 85 (0.833165, 6602)
85 ==> 36 34 86 (0.812654, 6602)
36 ==> 34 85 (0.969172, 6602)
34 ==> 36 85 (0.834218, 6602)
85 ==> 36 34 (0.812654, 6602)
36 ==> 86 (0.971814, 6620)
86 ==> 36 (0.835437, 6620)
36 ==> 86 85 (0.971814, 6620)
86 ==> 36 85 (0.835437, 6620)
85 ==> 36 86 (0.81487, 6620)
36 ==> 85 (1, 6812)
85 ==> 36 (0.838503, 6812)
90 ==> 34 (0.974359, 7296)
34 ==> 90 (0.921911, 7296)
90 ==> 34 86 (0.973291, 7288)
34 ==> 90 86 (0.9209, 7288)
86 ==> 90 34 (0.919738, 7288)
90 ==> 34 86 85 (0.973291, 7288)
34 ==> 90 86 85 (0.9209, 7288)
86 ==> 90 34 85 (0.919738, 7288)
85 ==> 90 34 86 (0.897095, 7288)
90 ==> 34 85 (0.974359, 7296)
34 ==> 90 85 (0.921911, 7296)
85 ==> 90 34 (0.89808, 7296)
90 ==> 86 (0.973291, 7288)
86 ==> 90 (0.919738, 7288)
90 ==> 86 85 (0.973291, 7288)
86 ==> 90 85 (0.919738, 7288)
85 ==> 90 86 (0.897095, 7288)
90 ==> 85 (1, 7488)
85 ==> 90 (0.921713, 7488)
34 ==> 86 (0.998989, 7906)
86 ==> 34 (0.997728, 7906)
34 ==> 86 85 (0.998989, 7906)
86 ==> 34 85 (0.997728, 7906)
85 ==> 34 86 (0.973166, 7906)
34 ==> 85 (1, 7914)
85 ==> 34 (0.974151, 7914)
86 ==> 85 (1, 7924)
85 ==> 86 (0.975382, 7924)
